pc_code,ac_code,state_ut,pc_no,pc_name,ac_no,ac_name,ac_reserved,district_order,spatial_agrees,spatial_pc
12-2,12-39,Arunachal Pradesh,2,Arunachal East,39,Mebo,ST,East Siang,true,Arunachal Pradesh 2-Arunachal East
12-2,12-40,Arunachal Pradesh,2,Arunachal East,40,Mariyang-Geku,ST,East Siang,true,Arunachal Pradesh 2-Arunachal East
12-2,12-41,Arunachal Pradesh,2,Arunachal East,41,Anini,ST,Dibang Valley,true,Arunachal Pradesh 2-Arunachal East
12-2,12-42,Arunachal Pradesh,2,Arunachal East,42,Dambuk,ST,Dibang Valley,true,Arunachal Pradesh 2-Arunachal East
12-2,12-43,Arunachal Pradesh,2,Arunachal East,43,Roing,ST,Dibang Valley,true,Arunachal Pradesh 2-Arunachal East
12-2,12-44,Arunachal Pradesh,2,Arunachal East,44,Tezu,ST,Lohit,true,Arunachal Pradesh 2-Arunachal East
12-2,12-45,Arunachal Pradesh,2,Arunachal East,45,Hayuliang,ST,Lohit,,
12-2,12-46,Arunachal Pradesh,2,Arunachal East,46,Chowkham,ST,Lohit,true,Arunachal Pradesh 2-Arunachal East
12-2,12-47,Arunachal Pradesh,2,Arunachal East,47,Namsai,ST,Lohit,true,Arunachal Pradesh 2-Arunachal East
12-2,12-48,Arunachal Pradesh,2,Arunachal East,48,Lekang,ST,Lohit,true,Arunachal Pradesh 2-Arunachal East
12-2,12-49,Arunachal Pradesh,2,Arunachal East,49,Bordumsa-Diyum,GEN,Changlang,true,Arunachal Pradesh 2-Arunachal East
12-2,12-50,Arunachal Pradesh,2,Arunachal East,50,Miao,ST,Changlang,true,Arunachal Pradesh 2-Arunachal East
12-2,12-51,Arunachal Pradesh,2,Arunachal East,51,Nampong,ST,Changlang,true,Arunachal Pradesh 2-Arunachal East
12-2,12-52,Arunachal Pradesh,2,Arunachal East,52,Changlang South,ST,Changlang,true,Arunachal Pradesh 2-Arunachal East
12-2,12-53,Arunachal Pradesh,2,Arunachal East,53,Changlang North,ST,Changlang,true,Arunachal Pradesh 2-Arunachal East
12-2,12-54,Arunachal Pradesh,2,Arunachal East,54,Namsang,ST,Tirap,true,Arunachal Pradesh 2-Arunachal East
12-2,12-55,Arunachal Pradesh,2,Arunachal East,55,Khonsa East,ST,Tirap,true,Arunachal Pradesh 2-Arunachal East
12-2,12-56,Arunachal Pradesh,2,Arunachal East,56,Khonsa West,ST,Tirap,true,Arunachal Pradesh 2-Arunachal East
12-2,12-57,Arunachal Pradesh,2,Arunachal East,57,Borduria-Bagapani,ST,Tirap,true,Arunachal Pradesh 2-Arunachal East
12-2,12-58,Arunachal Pradesh,2,Arunachal East,58,Kanubari,ST,Tirap,true,Arunachal Pradesh 2-Arunachal East
12-2,12-59,Arunachal Pradesh,2,Arunachal East,59,Longding-Pumao,ST,Tirap,true,Arunachal Pradesh 2-Arunachal East
12-2,12-60,Arunachal Pradesh,2,Arunachal East,60,Pongchou-Wakka,ST,Tirap,true,Arunachal Pradesh 2-Arunachal East
18-1,18-1,Assam,1,Kokrajhar,1,Gossaigaon,GEN,,true,Assam 1-Kokrajhar
18-1,18-2,Assam,1,Kokrajhar,2,Dotma,ST,,,
18-1,18-3,Assam,1,Kokrajhar,3,Kokrajhar,ST,,,
18-1,18-4,Assam,1,Kokrajhar,4,Baokhungri,GEN,,,
18-1,18-5,Assam,1,Kokrajhar,5,Parbatjhora,GEN,,,
18-1,18-19,Assam,1,Kokrajhar,19,Sidli,ST,,true,Assam 1-Kokrajhar
18-1,18-20,Assam,1,Kokrajhar,20,Bijni,GEN,,true,Assam 1-Kokrajhar
18-1,18-41,Assam,1,Kokrajhar,41,Manas,GEN,,,
18-1,18-42,Assam,1,Kokrajhar,42,Baksa,ST,,,
18-2,18-6,Assam,2,Dhubri,6,Golakganj,GEN,,true,Assam 2-Dhubri
18-2,18-7,Assam,2,Dhubri,7,Gauripur,GEN,,false,Assam 1-Kokrajhar
18-2,18-8,Assam,2,Dhubri,8,Dhubri,GEN,,true,Assam 2-Dhubri
18-2,18-9,Assam,2,Dhubri,9,Birsing Jarua,GEN,,,
18-2,18-10,Assam,2,Dhubri,10,Bilasipara,GEN,,,
18-2,18-11,Assam,2,Dhubri,11,Mankachar,GEN,,true,Assam 2-Dhubri
18-2,18-12,Assam,2,Dhubri,12,Jaleshwar,GEN,,,
18-2,18-14,Assam,2,Dhubri,14,Goalpara East,GEN,,true,Assam 2-Dhubri
18-2,18-17,Assam,2,Dhubri,17,Srijangram,GEN,,,
18-2,18-22,Assam,2,Dhubri,22,Mandia,GEN,,,
18-2,18-23,Assam,2,Dhubri,23,Chenga,GEN,,true,Assam 2-Dhubri
18-3,18-16,Assam,3,Barpeta,16,Abhayapuri,GEN,,,
18-3,18-18,Assam,3,Barpeta,18,Bongaigaon,GEN,,true,Assam 3-Barpeta
18-3,18-21,Assam,3,Barpeta,21,Bhowanipur-Sorbhog,GEN,,,
18-3,18-24,Assam,3,Barpeta,24,Barpeta,SC,,true,Assam 3-Barpeta
18-3,18-25,Assam,3,Barpeta,25,Pakabetbari,GEN,,,
18-3,18-26,Assam,3,Barpeta,26,Bajali,GEN,,,
18-3,18-30,Assam,3,Barpeta,30,Hajo-Sualkuchi,SC,,,
18-3,18-38,Assam,3,Barpeta,38,Barkhetri,GEN,,,
18-3,18-39,Assam,3,Barpeta,39,Nalbari,GEN,,true,Assam 3-Barpeta
18-3,18-40,Assam,3,Barpeta,40,Tihu,GEN,,,
18-4,18-31,Assam,4,Darrang-Udalguri,31,Rangia,GEN,,,
18-4,18-32,Assam,4,Darrang-Udalguri,32,Kamalpur,GEN,,true,Assam 4-Darrang Udalguri
18-4,18-43,Assam,4,Darrang-Udalguri,43,Tamulpur,ST,,true,Assam 4-Darrang Udalguri
18-4,18-44,Assam,4,Darrang-Udalguri,44,Goreswar,GEN,,,
18-4,18-45,Assam,4,Darrang-Udalguri,45,Bhergaon,GEN,,,
18-4,18-46,Assam,4,Darrang-Udalguri,46,Udalguri,ST,,true,Assam 4-Darrang Udalguri
18-4,18-47,Assam,4,Darrang-Udalguri,47,Mazbat,GEN,,,
18-4,18-48,Assam,4,Darrang-Udalguri,48,Tangla,GEN,,,
18-4,18-49,Assam,4,Darrang-Udalguri,49,Sipajhar,GEN,,true,Assam 4-Darrang Udalguri
18-4,18-50,Assam,4,Darrang-Udalguri,50,Mangaldai,GEN,,,
18-4,18-51,Assam,4,Darrang-Udalguri,51,Dalgaon,GEN,,true,Assam 4-Darrang Udalguri
18-5,18-13,Assam,5,Guwahati,13,Goalpara West,ST,,false,Assam 2-Dhubri
18-5,18-15,Assam,5,Guwahati,15,Dudhnai,ST,,true,Assam 5-Gauhati
18-5,18-27,Assam,5,Guwahati,27,Chamaria,GEN,,,
18-5,18-28,Assam,5,Guwahati,28,Boko-Chaygaon,ST,,,
18-5,18-29,Assam,5,Guwahati,29,Palasbari,GEN,,true,Assam 5-Gauhati
18-5,18-33,Assam,5,Guwahati,33,Dispur,GEN,,true,Assam 5-Gauhati
18-5,18-34,Assam,5,Guwahati,34,Dimoria,SC,,,
18-5,18-35,Assam,5,Guwahati,35,New Guwahati,GEN,,,
18-5,18-36,Assam,5,Guwahati,36,Guwahati Central,GEN,,,
18-5,18-37,Assam,5,Guwahati,37,Jalukbari,GEN,,false,Assam 4-Darrang Udalguri
18-6,18-108,Assam,6,Diphu,108,Bokajan,ST,,true,Assam 6-Diphu
18-6,18-109,Assam,6,Diphu,109,Howarghat,ST,,,
18-6,18-110,Assam,6,Diphu,110,Diphu,ST,,true,Assam 6-Diphu
18-6,18-111,Assam,6,Diphu,111,Rongkhang,ST,,,
18-6,18-112,Assam,6,Diphu,112,Amri,ST,,,
18-6,18-113,Assam,6,Diphu,113,Haflong,ST,,true,Assam 6-Diphu
18-7,18-121,Assam,7,Karimganj,121,Hailakandi,GEN,,true,Assam 7-Karimganj
18-7,18-122,Assam,7,Karimganj,122,Algapur-Katlicherra,GEN,,,
18-7,18-123,Assam,7,Karimganj,123,Karimganj North,GEN,,true,Assam 7-Karimganj
18-7,18-124,Assam,7,Karimganj,124,Karimganj South,GEN,,true,Assam 7-Karimganj
18-7,18-125,Assam,7,Karimganj,125,Patharkandi,GEN,,true,Assam 7-Karimganj
18-7,18-126,Assam,7,Karimganj,126,Ram Krishna Nagar,SC,,,
18-8,18-114,Assam,8,Silchar,114,Lakhipur,GEN,,true,Assam 8-Silchar
18-8,18-115,Assam,8,Silchar,115,Udharbond,GEN,,true,Assam 8-Silchar
18-8,18-116,Assam,8,Silchar,116,Katigorah,GEN,,,
18-8,18-117,Assam,8,Silchar,117,Barkhola,GEN,,true,Assam 8-Silchar
18-8,18-118,Assam,8,Silchar,118,Silchar,GEN,,true,Assam 8-Silchar
18-8,18-119,Assam,8,Silchar,119,Sonai,GEN,,true,Assam 8-Silchar
18-8,18-120,Assam,8,Silchar,120,Dholai,SC,,true,Assam 8-Silchar
18-9,18-52,Assam,9,Nagaon,52,Jagiroad,SC,,true,Assam 9-Nagaon
18-9,18-53,Assam,9,Nagaon,53,Laharighat,GEN,,true,Assam 9-Nagaon
18-9,18-54,Assam,9,Nagaon,54,Morigaon,GEN,,,
18-9,18-55,Assam,9,Nagaon,55,Dhing,GEN,,false,Assam 11-Sonitpur
18-9,18-56,Assam,9,Nagaon,56,Rupahihat,GEN,,,
18-9,18-58,Assam,9,Nagaon,58,Samaguri,GEN,,false,Assam 10-Kaziranga
18-9,18-60,Assam,9,Nagaon,60,Nagaon-Batadraba,GEN,,,
18-9,18-61,Assam,9,Nagaon,61,Raha,SC,,true,Assam 9-Nagaon
18-10,18-57,Assam,10,Kaziranga,57,Kaliabor,GEN,,true,Assam 10-Kaziranga
18-10,18-59,Assam,10,Kaziranga,59,Barhampur,GEN,,true,Assam 10-Kaziranga
18-10,18-62,Assam,10,Kaziranga,62,Binnakandi,GEN,,,
18-10,18-63,Assam,10,Kaziranga,63,Hojai,GEN,,true,Assam 10-Kaziranga
18-10,18-64,Assam,10,Kaziranga,64,Lumding,GEN,,true,Assam 10-Kaziranga
18-10,18-103,Assam,10,Kaziranga,103,Golaghat,GEN,,true,Assam 10-Kaziranga
18-10,18-104,Assam,10,Kaziranga,104,Dergaon,GEN,,true,Assam 10-Kaziranga
18-10,18-105,Assam,10,Kaziranga,105,Bokakhat,GEN,,true,Assam 10-Kaziranga
18-10,18-106,Assam,10,Kaziranga,106,Khumtai,GEN,,true,Assam 10-Kaziranga
18-10,18-107,Assam,10,Kaziranga,107,Sarupathar,GEN,,true,Assam 10-Kaziranga
18-11,18-65,Assam,11,Sonitpur,65,Dhekiajuli,GEN,,true,Assam 11-Sonitpur
18-11,18-66,Assam,11,Sonitpur,66,Barchalla,GEN,,true,Assam 11-Sonitpur
18-11,18-67,Assam,11,Sonitpur,67,Tezpur,GEN,,true,Assam 11-Sonitpur
18-11,18-68,Assam,11,Sonitpur,68,Rangapara,GEN,,true,Assam 11-Sonitpur
18-11,18-69,Assam,11,Sonitpur,69,Naduar,GEN,,,
18-11,18-70,Assam,11,Sonitpur,70,Biswanath,GEN,,true,Assam 11-Sonitpur
18-11,18-71,Assam,11,Sonitpur,71,Behali,SC,,true,Assam 11-Sonitpur
18-11,18-72,Assam,11,Sonitpur,72,Gohpur,GEN,,true,Assam 11-Sonitpur
18-11,18-73,Assam,11,Sonitpur,73,Bihpuria,GEN,,true,Assam 11-Sonitpur
18-12,18-74,Assam,12,Lakhimpur,74,Rongonadi,GEN,,,
18-12,18-75,Assam,12,Lakhimpur,75,Nowboicha,SC,,,
18-12,18-76,Assam,12,Lakhimpur,76,Lakhimpur,GEN,,true,Assam 12-Lakhimpur
18-12,18-77,Assam,12,Lakhimpur,77,Dhakuakhana,ST,,true,Assam 12-Lakhimpur
18-12,18-78,Assam,12,Lakhimpur,78,Dhemaji,ST,,true,Assam 12-Lakhimpur
18-12,18-79,Assam,12,Lakhimpur,79,Sissibargaon,GEN,,,
18-12,18-80,Assam,12,Lakhimpur,80,Jonai,ST,,true,Assam 12-Lakhimpur
18-12,18-81,Assam,12,Lakhimpur,81,Sadiya,GEN,,true,Assam 12-Lakhimpur
18-12,18-82,Assam,12,Lakhimpur,82,Doomdooma,GEN,,true,Assam 12-Lakhimpur
18-13,18-83,Assam,13,Dibrugarh,83,Margherita,GEN,,true,Assam 13-Dibrugarh
18-13,18-84,Assam,13,Dibrugarh,84,Digboi,GEN,,true,Assam 13-Dibrugarh
18-13,18-85,Assam,13,Dibrugarh,85,Makum,GEN,,,
18-13,18-86,Assam,13,Dibrugarh,86,Tinsukia,GEN,,true,Assam 13-Dibrugarh
18-13,18-87,Assam,13,Dibrugarh,87,Chabua-Lahowal,GEN,,,
18-13,18-88,Assam,13,Dibrugarh,88,Dibrugarh,GEN,,true,Assam 13-Dibrugarh
18-13,18-89,Assam,13,Dibrugarh,89,Khowang,GEN,,,
18-13,18-90,Assam,13,Dibrugarh,90,Duliajan,GEN,,true,Assam 13-Dibrugarh
18-13,18-91,Assam,13,Dibrugarh,91,Tingkhong,GEN,,true,Assam 13-Dibrugarh
18-13,18-92,Assam,13,Dibrugarh,92,Naharkatia,GEN,,true,Assam 13-Dibrugarh
18-14,18-93,Assam,14,Jorhat,93,Sonari,GEN,,true,Assam 14-Jorhat
18-14,18-94,Assam,14,Jorhat,94,Mahmora,GEN,,,
18-14,18-95,Assam,14,Jorhat,95,Demow,GEN,,,
18-14,18-96,Assam,14,Jorhat,96,Sibsagar,GEN,,true,Assam 14-Jorhat
18-14,18-97,Assam,14,Jorhat,97,Nazira,GEN,,true,Assam 14-Jorhat
18-14,18-98,Assam,14,Jorhat,98,Majuli,ST,,true,Assam 14-Jorhat
18-14,18-99,Assam,14,Jorhat,99,Teok,GEN,,true,Assam 14-Jorhat
18-14,18-100,Assam,14,Jorhat,100,Jorhat,GEN,,true,Assam 14-Jorhat
18-14,18-101,Assam,14,Jorhat,101,Mariani,GEN,,true,Assam 14-Jorhat
18-14,18-102,Assam,14,Jorhat,102,Titabor,GEN,,,
10-1,10-1,Bihar,1,Valmiki Nagar,1,Valmiki Nagar,GEN,Paschim Champaran,true,Bihar 1-Valmiki Nagar
10-1,10-2,Bihar,1,Valmiki Nagar,2,Ramnagar,SC,Paschim Champaran,true,Bihar 1-Valmiki Nagar
10-1,10-3,Bihar,1,Valmiki Nagar,3,Narkatiaganj,GEN,Paschim Champaran,true,Bihar 1-Valmiki Nagar
10-1,10-4,Bihar,1,Valmiki Nagar,4,Bagaha,GEN,Paschim Champaran,true,Bihar 1-Valmiki Nagar
10-1,10-5,Bihar,1,Valmiki Nagar,5,Lauriya,GEN,Paschim Champaran,true,Bihar 1-Valmiki Nagar
10-1,10-9,Bihar,1,Valmiki Nagar,9,Sikta,GEN,Paschim Champaran,true,Bihar 1-Valmiki Nagar
10-2,10-6,Bihar,2,Paschim Champaran,6,Nautan,GEN,Paschim Champaran,true,Bihar 2-Paschim Champaran
10-2,10-7,Bihar,2,Paschim Champaran,7,Chanpatia,GEN,Paschim Champaran,true,Bihar 2-Paschim Champaran
10-2,10-8,Bihar,2,Paschim Champaran,8,Bettiah,GEN,Paschim Champaran,true,Bihar 2-Paschim Champaran
10-2,10-10,Bihar,2,Paschim Champaran,10,Raxaul,GEN,Purvi Champaran,true,Bihar 2-Paschim Champaran
10-2,10-11,Bihar,2,Paschim Champaran,11,Sugauli,GEN,Purvi Champaran,true,Bihar 2-Paschim Champaran
10-2,10-12,Bihar,2,Paschim Champaran,12,Narkatia,GEN,Purvi Champaran,true,Bihar 2-Paschim Champaran
10-3,10-13,Bihar,3,Purvi Champaran,13,Harsidhi,SC,Purvi Champaran,true,Bihar 3-Purvi Champaran
10-3,10-14,Bihar,3,Purvi Champaran,14,Govindganj,GEN,Purvi Champaran,true,Bihar 3-Purvi Champaran
10-3,10-15,Bihar,3,Purvi Champaran,15,Kesaria,GEN,Purvi Champaran,true,Bihar 3-Purvi Champaran
10-3,10-16,Bihar,3,Purvi Champaran,16,Kalyanpur,GEN,Purvi Champaran,true,Bihar 3-Purvi Champaran
10-3,10-17,Bihar,3,Purvi Champaran,17,Pipra,GEN,Purvi Champaran,true,Bihar 3-Purvi Champaran
10-3,10-19,Bihar,3,Purvi Champaran,19,Motihari,GEN,Purvi Champaran,true,Bihar 3-Purvi Champaran
10-4,10-18,Bihar,4,Sheohar,18,Madhuban,GEN,Purvi Champaran,true,Bihar 4-Sheohar
10-4,10-20,Bihar,4,Sheohar,20,Chiraia,GEN,Purvi Champaran,true,Bihar 4-Sheohar
10-4,10-21,Bihar,4,Sheohar,21,Dhaka,GEN,Purvi Champaran,true,Bihar 4-Sheohar
10-4,10-22,Bihar,4,Sheohar,22,Sheohar,GEN,Sheohar,true,Bihar 4-Sheohar
10-4,10-23,Bihar,4,Sheohar,23,Riga,GEN,Sitamarhi,true,Bihar 4-Sheohar
10-4,10-30,Bihar,4,Sheohar,30,Belsand,GEN,Sitamarhi,true,Bihar 4-Sheohar
10-5,10-24,Bihar,5,Sitamarhi,24,Bathnaha,SC,Sitamarhi,true,Bihar 5-Sitamarhi
10-5,10-25,Bihar,5,Sitamarhi,25,Parihar,GEN,Sitamarhi,true,Bihar 5-Sitamarhi
10-5,10-26,Bihar,5,Sitamarhi,26,Sursand,GEN,Sitamarhi,true,Bihar 5-Sitamarhi
10-5,10-27,Bihar,5,Sitamarhi,27,Bajpatti,GEN,Sitamarhi,true,Bihar 5-Sitamarhi
10-5,10-28,Bihar,5,Sitamarhi,28,Sitamarhi,GEN,Sitamarhi,true,Bihar 5-Sitamarhi
10-5,10-29,Bihar,5,Sitamarhi,29,Runnisaidpur,GEN,Sitamarhi,true,Bihar 5-Sitamarhi
10-6,10-31,Bihar,6,Madhubani,31,Harlakhi,GEN,Madhubani,true,Bihar 6-Madhubani
10-6,10-32,Bihar,6,Madhubani,32,Benipatti,GEN,Madhubani,true,Bihar 6-Madhubani
10-6,10-35,Bihar,6,Madhubani,35,Bisfi,GEN,Madhubani,true,Bihar 6-Madhubani
10-6,10-36,Bihar,6,Madhubani,36,Madhubani,GEN,Madhubani,true,Bihar 6-Madhubani
10-6,10-86,Bihar,6,Madhubani,86,Keoti,GEN,Darbhanga,true,Bihar 6-Madhubani
10-6,10-87,Bihar,6,Madhubani,87,Jale,GEN,Darbhanga,true,Bihar 6-Madhubani
10-7,10-33,Bihar,7,Jhanjharpur,33,Khajauli,GEN,Madhubani,true,Bihar 7-Jhanjharpur
10-7,10-34,Bihar,7,Jhanjharpur,34,Babubarhi,GEN,Madhubani,true,Bihar 7-Jhanjharpur
10-7,10-37,Bihar,7,Jhanjharpur,37,Rajnagar,SC,Madhubani,true,Bihar 7-Jhanjharpur
10-7,10-38,Bihar,7,Jhanjharpur,38,Jhanjharpur,GEN,Madhubani,true,Bihar 7-Jhanjharpur
10-7,10-39,Bihar,7,Jhanjharpur,39,Phulparas,GEN,Madhubani,true,Bihar 7-Jhanjharpur
10-7,10-40,Bihar,7,Jhanjharpur,40,Laukaha,GEN,Madhubani,true,Bihar 7-Jhanjharpur
10-8,10-41,Bihar,8,Supaul,41,Nirmali,GEN,Supaul,true,Bihar 8-Supaul
10-8,10-42,Bihar,8,Supaul,42,Pipra,GEN,Supaul,true,Bihar 8-Supaul
10-8,10-43,Bihar,8,Supaul,43,Supaul,GEN,Supaul,true,Bihar 8-Supaul
10-8,10-44,Bihar,8,Supaul,44,Triveniganj,SC,Supaul,true,Bihar 8-Supaul
10-8,10-45,Bihar,8,Supaul,45,Chhatapur,GEN,Supaul,true,Bihar 8-Supaul
10-8,10-72,Bihar,8,Supaul,72,Singheshwar,SC,Madhepura,true,Bihar 8-Supaul
10-9,10-46,Bihar,9,Araria,46,Narpatganj,GEN,Araria,true,Bihar 9-Araria
10-9,10-47,Bihar,9,Araria,47,Raniganj,SC,Araria,true,Bihar 9-Araria
10-9,10-48,Bihar,9,Araria,48,Forbesganj,GEN,Araria,true,Bihar 9-Araria
10-9,10-49,Bihar,9,Araria,49,Araria,GEN,Araria,true,Bihar 9-Araria
10-9,10-50,Bihar,9,Araria,50,Jokhihat,GEN,Araria,,
10-9,10-51,Bihar,9,Araria,51,Sikti,GEN,Araria,true,Bihar 9-Araria
10-10,10-52,Bihar,10,Kishanganj,52,Bahadurganj,GEN,Kishanganj,true,Bihar 10-Kishanganj
10-10,10-53,Bihar,10,Kishanganj,53,Thakurganj,GEN,Kishanganj,true,Bihar 10-Kishanganj
10-10,10-54,Bihar,10,Kishanganj,54,Kishanganj,GEN,Kishanganj,true,Bihar 10-Kishanganj
10-10,10-55,Bihar,10,Kishanganj,55,Kochadhaman,GEN,Kishanganj,true,Bihar 10-Kishanganj
10-10,10-56,Bihar,10,Kishanganj,56,Amour,GEN,Purnia,true,Bihar 10-Kishanganj
10-10,10-57,Bihar,10,Kishanganj,57,Baisi,GEN,Purnia,true,Bihar 10-Kishanganj
10-11,10-63,Bihar,11,Katihar,63,Katihar,GEN,Katihar,true,Bihar 11-Katihar
10-11,10-64,Bihar,11,Katihar,64,Kadwa,GEN,Katihar,true,Bihar 11-Katihar
10-11,10-65,Bihar,11,Katihar,65,Balrampur,GEN,Katihar,true,Bihar 11-Katihar
10-11,10-66,Bihar,11,Katihar,66,Pranpur,GEN,Katihar,true,Bihar 11-Katihar
10-11,10-67,Bihar,11,Katihar,67,Manihari,ST,Katihar,true,Bihar 11-Katihar
10-11,10-68,Bihar,11,Katihar,68,Barari,GEN,Katihar,true,Bihar 11-Katihar
10-12,10-58,Bihar,12,Purnia,58,Kasba,GEN,Purnia,true,Bihar 12-Purnia
10-12,10-59,Bihar,12,Purnia,59,Banmankhi,SC,Purnia,true,Bihar 12-Purnia
10-12,10-60,Bihar,12,Purnia,60,Rupauli,GEN,Purnia,true,Bihar 12-Purnia
10-12,10-61,Bihar,12,Purnia,61,Dhamdaha,GEN,Purnia,true,Bihar 12-Purnia
10-12,10-62,Bihar,12,Purnia,62,Purnia,GEN,Purnia,true,Bihar 12-Purnia
10-12,10-69,Bihar,12,Purnia,69,Korha,SC,Katihar,true,Bihar 12-Purnia
10-13,10-70,Bihar,13,Madhepura,70,Alamnagar,GEN,Madhepura,true,Bihar 13-Madhepura
10-13,10-71,Bihar,13,Madhepura,71,Bihariganj,GEN,Madhepura,true,Bihar 13-Madhepura
10-13,10-73,Bihar,13,Madhepura,73,Madhepura,GEN,Madhepura,true,Bihar 13-Madhepura
10-13,10-74,Bihar,13,Madhepura,74,Sonbarsha,SC,Saharsa,true,Bihar 13-Madhepura
10-13,10-75,Bihar,13,Madhepura,75,Saharsa,GEN,Saharsa,true,Bihar 13-Madhepura
10-13,10-77,Bihar,13,Madhepura,77,Mahishi,GEN,Saharsa,true,Bihar 13-Madhepura
10-14,10-79,Bihar,14,Darbhanga,79,Gaura Bauram,GEN,Darbhanga,true,Bihar 14-Darbhanga
10-14,10-80,Bihar,14,Darbhanga,80,Benipur,GEN,Darbhanga,true,Bihar 14-Darbhanga
10-14,10-81,Bihar,14,Darbhanga,81,Alinagar,GEN,Darbhanga,true,Bihar 14-Darbhanga
10-14,10-82,Bihar,14,Darbhanga,82,Darbhanga Rural,GEN,Darbhanga,true,Bihar 14-Darbhanga
10-14,10-83,Bihar,14,Darbhanga,83,Darbhanga,GEN,Darbhanga,true,Bihar 14-Darbhanga
10-14,10-85,Bihar,14,Darbhanga,85,Bahadurpur,GEN,Darbhanga,true,Bihar 14-Darbhanga
10-15,10-88,Bihar,15,Muzaffarpur,88,Gaighat,GEN,Muzaffarpur,true,Bihar 15-Muzaffarpur
10-15,10-89,Bihar,15,Muzaffarpur,89,Aurai,GEN,Muzaffarpur,true,Bihar 15-Muzaffarpur
10-15,10-91,Bihar,15,Muzaffarpur,91,Bochahan,SC,Muzaffarpur,,
10-15,10-92,Bihar,15,Muzaffarpur,92,Sakra,SC,Muzaffarpur,true,Bihar 15-Muzaffarpur
10-15,10-93,Bihar,15,Muzaffarpur,93,Kurhani,GEN,Muzaffarpur,true,Bihar 15-Muzaffarpur
10-15,10-94,Bihar,15,Muzaffarpur,94,Muzaffarpur,GEN,Muzaffarpur,true,Bihar 15-Muzaffarpur
10-16,10-90,Bihar,16,Vaishali,90,Minapur,GEN,Muzaffarpur,true,Bihar 16-Vaishali
10-16,10-95,Bihar,16,Vaishali,95,Kanti,GEN,Muzaffarpur,true,Bihar 16-Vaishali
10-16,10-96,Bihar,16,Vaishali,96,Baruraj,GEN,Muzaffarpur,true,Bihar 16-Vaishali
10-16,10-97,Bihar,16,Vaishali,97,Paroo,GEN,Muzaffarpur,true,Bihar 16-Vaishali
10-16,10-98,Bihar,16,Vaishali,98,Sahebganj,GEN,Muzaffarpur,true,Bihar 16-Vaishali
10-16,10-125,Bihar,16,Vaishali,125,Vaishali,GEN,Vaishali,true,Bihar 16-Vaishali
10-17,10-99,Bihar,17,Gopalganj,99,Baikunthpur,GEN,Gopalganj,true,Bihar 17-Gopalganj
10-17,10-100,Bihar,17,Gopalganj,100,Barauli,GEN,Gopalganj,true,Bihar 17-Gopalganj
10-17,10-101,Bihar,17,Gopalganj,101,Gopalganj,GEN,Gopalganj,true,Bihar 17-Gopalganj
10-17,10-102,Bihar,17,Gopalganj,102,Kuchaikote,GEN,Gopalganj,true,Bihar 17-Gopalganj
10-17,10-103,Bihar,17,Gopalganj,103,Bhore,SC,Gopalganj,,
10-17,10-104,Bihar,17,Gopalganj,104,Hathua,GEN,Gopalganj,true,Bihar 17-Gopalganj
10-18,10-105,Bihar,18,Siwan,105,Siwan,GEN,Siwan,true,Bihar 18-Siwan
10-18,10-106,Bihar,18,Siwan,106,Ziradei,GEN,Siwan,true,Bihar 18-Siwan
10-18,10-107,Bihar,18,Siwan,107,Darauli,SC,Siwan,true,Bihar 18-Siwan
10-18,10-108,Bihar,18,Siwan,108,Raghunathpur,GEN,Siwan,true,Bihar 18-Siwan
10-18,10-109,Bihar,18,Siwan,109,Daraunda,GEN,Siwan,,
10-18,10-110,Bihar,18,Siwan,110,Barharia,GEN,Siwan,true,Bihar 18-Siwan
10-19,10-111,Bihar,19,Maharajganj,111,Goriyakothi,GEN,Siwan,,
10-19,10-112,Bihar,19,Maharajganj,112,Maharajganj,GEN,Siwan,true,Bihar 19-Maharajganj
10-19,10-113,Bihar,19,Maharajganj,113,Ekma,GEN,Saran,true,Bihar 19-Maharajganj
10-19,10-114,Bihar,19,Maharajganj,114,Manjhi,GEN,Saran,true,Bihar 19-Maharajganj
10-19,10-115,Bihar,19,Maharajganj,115,Baniapur,GEN,Saran,true,Bihar 19-Maharajganj
10-19,10-116,Bihar,19,Maharajganj,116,Taraiya,GEN,Saran,true,Bihar 19-Maharajganj
10-20,10-117,Bihar,20,Saran,117,Marhaura,GEN,Saran,true,Bihar 20-Saran
10-20,10-118,Bihar,20,Saran,118,Chapra,GEN,Saran,true,Bihar 20-Saran
10-20,10-119,Bihar,20,Saran,119,Garkha,SC,Saran,true,Bihar 20-Saran
10-20,10-120,Bihar,20,Saran,120,Amnour,GEN,Saran,true,Bihar 20-Saran
10-20,10-121,Bihar,20,Saran,121,Parsa,GEN,Saran,true,Bihar 20-Saran
10-20,10-122,Bihar,20,Saran,122,Sonepur,GEN,Saran,true,Bihar 20-Saran
10-21,10-123,Bihar,21,Hajipur,123,Hajipur,GEN,Vaishali,true,Bihar 21-Hajipur
10-21,10-124,Bihar,21,Hajipur,124,Lalganj,GEN,Vaishali,true,Bihar 21-Hajipur
10-21,10-126,Bihar,21,Hajipur,126,Mahua,GEN,Vaishali,true,Bihar 21-Hajipur
10-21,10-127,Bihar,21,Hajipur,127,Raja Pakar,SC,Vaishali,true,Bihar 21-Hajipur
