report_month,ocms_code,sl_no,project_name,sector,agency,state_raw,approval_month,original_doc_month,revised_doc_month,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,latest_approved_cost_cr,approved_revised_doc_month,delay_months_reported,milestones,annexure,source_page
2011-10-01,020100044,1,"PROTOTYPE FAST BREEDER REACTOR (BHAVINI, 500 MWE)",Atomic Energy,BHAVNI,Tamil Nadu,2003-09-01,2010-09-01,2012-01-01,3492,5677,3281.47,,,,16(O),5/80,consolidated,39
2011-10-01,N02000007,2,URANIUM ORE MINE AND PROCESSING PLANT AT TUMMALAPA,Atomic Energy,UCIL,Andhra Pradesh,2007-09-01,2011-04-01,2012-04-01,1106.29,1106.29,1000.7,,,,12(R3),0/1,consolidated,39
2011-10-01,020100040,3,KUDANKULAM APP (NPCIL),Atomic Energy,NPCIL,Tamil Nadu,2001-12-01,2008-12-01,2012-12-01,13171,15824,14122,,,,48(O),60/119,consolidated,39
2011-10-01,N02000010,4,KAKRAPAR ATOMIC POWER PROJECT - 3&4,Atomic Energy,NPCIL,Gujarat,2009-10-01,2015-12-01,2016-11-01,11459,11459,1059,,,2016-05-01,6(R1),0/70,consolidated,39
2011-10-01,N04000038,5,D/O KAMARAJ DOMESTIC TER-PH-II And EXP. ANNA INT.,Civil Aviation,AAI,Tamil Nadu,2008-08-01,2011-01-01,2011-12-01,1808,2015,1552.74,,2015,,11(O),0/0,consolidated,39
2011-10-01,N04000037,6,C/O INTEGRATED PASSENGER TER. BULD. NSCBI AIRPORT,Civil Aviation,AAI,West Bengal,2008-08-01,2011-05-01,2012-03-01,1942.51,2325,1530.56,,,,10(O),0/0,consolidated,39
2011-10-01,N04000050,7,C/o new Airport at Pakyong(Sikkim) Airport,Civil Aviation,AAI,Sikkim,2009-01-01,2011-01-01,2012-06-01,309.46,309.45,153.41,,,,17(O),0/0,consolidated,39
2011-10-01,N04000069,8,Construction of New International Terminal Building,Civil Aviation,AAI,Goa,2010-05-01,2012-05-01,2012-08-01,335.61,335.61,52.75,,,,3(O),0/0,consolidated,39
2011-10-01,N04000065,9,GAGAN PROJECT,Civil Aviation,AAI,Multi State,2008-09-01,2013-06-01,2013-06-01,626,626,324.99,,,,0(O),0/0,consolidated,39
2011-10-01,060100089,10,BARSINGSAR TPS (2X125MW) (NLC),Coal,NLC,Rajasthan,2004-12-01,2009-06-01,2011-12-01,1114.18,1626.09,1669.83,,1626.09,,30(O),24/26,consolidated,39
2011-10-01,060100092,11,KULDA OCP (MAHANADI COALFIELDS LTD.),Coal,MCL,Orissa,2005-01-01,2010-03-01,2012-03-01,302.96,302.96,86.63,,,,24(O),9/11,consolidated,39
2011-10-01,N06000033,12,"NIGAHI OC EXPANSION PROJECT 10 MTY TO 15 MTY, SINGRAULI",Coal,NCL,Madhya pradesh,2007-10-01,2012-03-01,2012-03-01,259.4,259.4,1.51,,,,0(O),0/1,consolidated,39
2011-10-01,N06000044,13,"BALRAM OCP EXTENSION, MCL (8.00 Mty)",Coal,MCL,Orissa,2007-12-01,,2012-03-01,172.08,172.08,95.91,,19,,,4/4,consolidated,39
2011-10-01,N06000067,14,ANANTA OC EXPANSION PH-III (15.0 Mty),Coal,MCL,Orissa,2008-08-01,,2012-03-01,207.28,207.28,68.1,,,,,5/7,consolidated,40
2011-10-01,N06000078,15,RAMAGUNDAM OC-II EXTENSION,Coal,SCCL,Andhra Pradesh,2009-12-01,2012-03-01,2012-03-01,418.97,418.97,78.21,,,,0(O),21/27,consolidated,40
2011-10-01,N06000080,16,MANUGURU OC-II EXTENSION PHASE-II,Coal,SCCL,Andhra Pradesh,2010-03-01,2012-03-01,2012-03-01,181.19,181.19,21.2,,,2012-03-01,0(R3),8/34,consolidated,40
2011-10-01,060100087,17,TPS-II EXPANSION (1470MW TO 1970MW) (NLC),Coal,NLC,Tamil Nadu,2004-10-01,2009-06-01,2012-07-01,2030.78,2453.57,2291.1,,2453.57,,37(O),19/24,consolidated,40
2011-10-01,N06000047,18,TUTICORIN THERMAL POWER PROJECT,Coal,NLC,Tamil Nadu,2008-05-01,,2013-02-01,4904.54,4909.54,2225.93,,4909.54,,,0/23,consolidated,40
2011-10-01,060100096,19,ASHOK EXPN.OCP -CCL (10 MTY),Coal,CCL,Jharkhandd,2006-04-01,2011-03-01,2013-03-01,471.66,341.63,101.43,,341.63,2012-03-01,12(R3),0/2,consolidated,40
2011-10-01,N06000007,20,KRISHNASHILA (NCL) (4MTY),Coal,NCL,Madhya pradesh,2006-05-01,2010-03-01,2013-03-01,789.88,741.62,288.78,,,,36(O),2/2,consolidated,40
2011-10-01,N06000008,21,KUSMUNDA EXPN.OCP(SECL)(10- 15MTY),Coal,SECL,Chhatisgarh,2006-06-01,,2013-03-01,737.65,1188.31,569.86,,,,,0/8,consolidated,40
2011-10-01,N06000035,22,"KANIHA OCP, MCL, (10.0 Mty)",Coal,MCL,Orissa,2007-12-01,,2013-03-01,457.77,457.77,110.21,,,,,6/11,consolidated,40
2011-10-01,N06000068,23,HINGULA OC-II EXP. PH-III (15 MTY),Coal,MCL,Orissa,2008-11-01,,2013-03-01,475.93,479.63,76.95,,,,,5/7,consolidated,40
2011-10-01,N06000085,24,Purnadih OCP,Coal,CCL,Jharkhandd,2008-07-01,2013-03-01,2013-03-01,210.98,210.98,24.25,,,,0(O),0/2,consolidated,40
2011-10-01,N06000019,25,BINA EXTN. PROJ(6.0 Mtpa),Coal,NCL,Multi State,2006-11-01,2014-03-01,2013-11-01,168.97,168.97,37.71,,,,-4(O),1/2,consolidated,40
2011-10-01,N06000016,26,ADRIYALA SHAFT PROJECT,Coal,SCCL,Andhra Pradesh,2006-09-01,2013-03-01,2013-12-01,212.34,779.26,201.3,,779.26,2012-09-01,15(R3),5/22,consolidated,40
2011-10-01,060100093,27,GEVRA EXPANSION OCP (SECL) (25 MTY),Coal,SECL,Chhatisgarh,2005-07-01,2010-03-01,2014-03-01,1667.55,2675.67,1279.57,,,,48(O),0/15,consolidated,40
2011-10-01,060100094,28,DIPKA EXPANSION OCP (SECL) (20- 25 MTY),Coal,SECL,Chhatisgarh,2005-07-01,2010-03-01,2014-03-01,1268.53,1943.66,1109.47,,,,48(O),0/13,consolidated,40
2011-10-01,N06000046,29,CHURCHA RO UG (1.35MTY),Coal,SECL,Chhatisgarh,2008-06-01,,2014-03-01,462.35,462.35,257.3,,,,,0/4,consolidated,40
2011-10-01,N06000056,30,RAJMAHAL OC EXP.,Coal,ECL,Multi State,2006-02-01,2011-03-01,2014-03-01,50.08,153.82,19.74,,153.82,,36(O),0/3,consolidated,40
2011-10-01,N06000076,31,KARTALI (EAST) OCP(2.50 MTY),Coal,SECL,Chhatisgarh,2008-07-01,2014-03-01,2014-03-01,178.44,178.44,,,,,0(O),0/1,consolidated,40
2011-10-01,N06000081,32,MANIKPUR OC EXPANTION (3.50 MTY),Coal,SECL,Chhatisgarh,2009-11-01,,2014-03-01,321.42,321.5,203.23,,,,,0/5,consolidated,40
2011-10-01,N06000083,33,Churi Benti UG,Coal,CCL,Jharkhandd,2007-06-01,2011-03-01,2014-03-01,163.51,163.51,33.57,,,2012-03-01,24(R3),1/2,consolidated,40
2011-10-01,N06000084,34,North Urimari OCP,Coal,CCL,Jharkhandd,2007-12-01,2012-03-01,2014-03-01,179.87,179.87,66.45,,,2012-03-01,24(R3),0/2,consolidated,40
2011-10-01,N06000086,35,Tapin OCP,Coal,CCL,Jharkhandd,2008-08-01,2012-03-01,2014-03-01,264.68,264.68,76.05,,,2013-03-01,12(R3),0/2,consolidated,40
2011-10-01,N06000088,36,KARMA OCP,Coal,CCL,Jharkhandd,2009-06-01,2014-03-01,2014-03-01,162.46,162.46,26.36,,,,0(O),0/0,consolidated,41
2011-10-01,N06000066,37,PENGANGA OC,Coal,WCL,Orissa,2008-10-01,,2014-10-01,339.77,339.77,0.65,,,,,0/1,consolidated,41
2011-10-01,N06000009,38,BLOCK-B OCP NCL (3.5 MTY),Coal,NCL,Madhya pradesh,2006-06-01,2012-03-01,2015-03-01,746.04,535.1,140.21,,,,36(O),2/2,consolidated,41
2011-10-01,N06000020,39,JHANJRA R-VI SEAM PSLW,Coal,ECL,West Bengal,2006-11-01,2011-03-01,2015-03-01,287.18,287.17,,,,,48(O),1/5,consolidated,41
2011-10-01,N06000042,40,GOPAL PRASAD OCP,Coal,MCL,Orissa,2008-02-01,,2015-03-01,395.87,395.87,58.8,,,,,2/12,consolidated,41
2011-10-01,N06000045,41,PELMA OCP(10.00MTY),Coal,SECL,Chhatisgarh,2008-07-01,2015-03-01,2015-03-01,448.32,448.32,,,,,0(O),0/1,consolidated,41
2011-10-01,N06000048,42,KAKATIYA LAONGWALL,Coal,SCCL,Multi State,2008-12-01,2012-12-01,2015-03-01,453.63,453.63,69.64,,,,27(O),7/44,consolidated,41
2011-10-01,N06000049,43,Batura OCP (2.0 MTY),Coal,SECL,Madhya pradesh,2008-09-01,2015-03-01,2015-03-01,203.82,203.82,,,,,0(O),0/1,consolidated,41
2011-10-01,N06000075,44,JAGANNATHPUR OCP(3.00 MTY),Coal,SECL,Chhatisgarh,2008-09-01,2015-03-01,2015-03-01,152.43,152.43,,,,,0(O),1/1,consolidated,41
2011-10-01,N06000079,45,RKP OCP PHASE-I,Coal,SCCL,Uttaranchal,2010-03-01,2015-03-01,2015-03-01,209.78,209.78,18.88,,,2015-03-01,0(R3),4/31,consolidated,41
2011-10-01,N06000089,46,Kistaram OCP,Coal,SCCL,Andhra Pradesh,2010-11-01,2015-03-01,2015-03-01,242.29,242.29,,,,,0(O),0/28,consolidated,41
2011-10-01,N06000093,47,RCE OF INDARAM OCP(1.20 MTPA),Coal,SCCL,Andhra Pradesh,2011-07-01,2015-03-01,2015-03-01,162.76,162.76,1.14,,,,0(O),0/0,consolidated,41
2011-10-01,N06000094,48,JALAGAM VENGALA RAO OCP,Coal,SCCL,Andhra Pradesh,2011-07-01,2015-03-01,2015-03-01,447.06,447.06,,,,2015-03-01,0(R3),0/0,consolidated,41
2011-10-01,N06000010,49,AMLOHRI EPR (NCL) (6 MTY),Coal,NCL,Madhya pradesh,2006-05-01,2014-03-01,2016-03-01,1352.04,1143.54,225,,,,24(O),2/2,consolidated,41
2011-10-01,N06000015,50,MAGADH OC (CCL),Coal,CCL,Jharkhandd,2006-07-01,2012-07-01,2016-03-01,469.78,706.4,16.21,,706.4,2014-03-01,24(R3),1/2,consolidated,41
2011-10-01,N06000043,51,TALABIRA OCP,Coal,MCL,Orissa,2008-03-01,,2016-03-01,447.72,447.72,35.2,,,,,1/12,consolidated,41
2011-10-01,N06000082,52,AMLAI OC EXPANSION SECTOR 'B' (1.50 MTY),Coal,SECL,Chhatisgarh,2009-11-01,2016-03-01,2016-03-01,198.59,198.59,90.98,,,,0(O),0/1,consolidated,41
2011-10-01,N06000087,53,Rajrappa RCE OCP,Coal,CCL,Jharkhandd,2009-12-01,2016-03-01,2016-03-01,510.85,510.85,290.44,,,,0(O),1/2,consolidated,41
2011-10-01,N06000034,54,"BHUBANESWARI OCP, MCL (20.0 Mty)",Coal,MCL,Orissa,2007-12-01,,2017-03-01,490,490.1,99.19,,,,,6/12,consolidated,41
2011-10-01,N06000091,55,"KHADIA EXPANSION OPENCAST PROJECT(4 TO 10 MTPA,6MT",Coal,NCL,Uttar Pradesh,2011-06-01,2018-03-01,2018-03-01,1131.28,1131.28,,,1131.28,,0(O),0/0,consolidated,41
2011-10-01,N06000017,56,SHANTIKHANI LONGWALL PROJ- SCCL,Coal,SCCL,Andhra Pradesh,2006-10-01,2012-03-01,,249.03,249.03,40.95,,,2012-03-01,,11/42,consolidated,41
2011-10-01,N06000025,57,JALLARAM SHAFT PROJECT,Coal,SCCL,Andhra Pradesh,2013-03-01,2013-03-01,,467.78,467.78,12.31,,,2013-03-01,,3/83,consolidated,41
2011-10-01,N08000003,58,THAL AMMONIA REVAMP PROJECT,Fertilisers,RCF,Haryana,2009-01-01,2011-11-01,2011-11-01,488.75,488.75,195.63,,,,0(R3),6/22,consolidated,42
2011-10-01,N08000007,59,CAPACITY ENHANCEMENT OF VIJAIPUR-I PLANTS,Fertilisers,NFL,Madhya pradesh,2008-09-01,2011-07-01,2011-11-01,325,325,84.31,,,,4(O),0/0,consolidated,42
