report_month,ocms_code,sl_no,project_name,sector,agency,state_raw,approval_month,original_doc_month,revised_doc_month,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,latest_approved_cost_cr,approved_revised_doc_month,delay_months_reported,milestones,annexure,source_page
2009-10-01,020100042,1,RAJASTHAN ATOMIC POWER PROJECT 5 and 6 (NPCIL),Atomic Energy,,,2002-04-01,2008-02-01,2010-02-01,3072,3072,2058,,,,1,61/75,untitled/10col,27
2009-10-01,020100041,2,KAIGA 3 and 4 UNITS (NPCIL),Atomic Energy,,,2001-05-01,2009-10-01,2010-03-01,4213,3282,2465,,,2007-09-01,2,71/75,untitled/10col,27
2009-10-01,020100040,3,KUDANKULAM APP (NPCIL),Atomic Energy,,,2001-12-01,2008-12-01,2011-03-01,13171,13171,12392,,,,3,61/119,untitled/10col,27
2009-10-01,N02000007,4,URANIUM ORE MINE & PROCESSING PLANT AT TUMMALAPALL,Atomic Energy,,,2007-09-01,2011-04-01,2011-04-01,1106.29,1106.29,356.94,,,,0,0/0,untitled/10col,27
2009-10-01,020100044,5,"PROTOTYPE FAST BREEDER REACTOR (BHAVINI, 500 MWE)",Atomic Energy,,,2003-09-01,2010-09-01,2011-09-01,3492,5677,2049.67,,,,12,8/80,untitled/10col,27
2009-10-01,N04000017,6,CONSTRUCTION OF NEW INTERNATIONAL TERMINAL BLDG. A,Civil Aviation,,,2007-02-01,2009-02-01,2009-10-01,290.92,290.92,146.12,,,,0,1/24,untitled/10col,27
2009-10-01,N04000016,7,CONSTRUCTION OF NEW INTERNATIONAL TERMINAL BUILDING,Civil Aviation,,,2006-10-01,2008-12-01,2009-11-01,245.58,245.58,26.26,,295,,1,1/28,untitled/10col,27
2009-10-01,N04000034,8,C/O NEW EXPANDABLE MODULAR INTEGRATED BLDG. RAIPUR,Civil Aviation,,,2008-03-01,2009-09-01,2009-12-01,129.65,129.65,28.9,,,,0,0/0,untitled/10col,27
2009-10-01,N04000035,9,C/O EXPANDABLE MODULAR INTEGRATED TER. BULD. RAJA,Civil Aviation,,,2008-03-01,2009-09-01,2009-12-01,135.04,135.04,43.42,,,,0,0/0,untitled/10col,27
2009-10-01,N04000039,10,C/O INTEGERATED CARGO COMPLEX(PH-III) AT CHENNAI A,Civil Aviation,,,2008-08-01,2010-04-01,2010-01-01,144.94,144.94,18.66,,,,0,0/0,untitled/10col,27
2009-10-01,N04000036,11,C/O EXPANDABLE MODULAR TER. BULD. AT DABH INDORE,Civil Aviation,,,2008-02-01,2009-10-01,2010-02-01,135.6,135.6,29.54,,,,0,0/0,untitled/10col,27
2009-10-01,N04000040,12,D/O OF TERMINAL BLDG. AND PAVEMENT WORKS AT CHENNA,Civil Aviation,,,2008-01-01,2010-06-01,2010-06-01,535,535,116.05,,,,0,0/0,untitled/10col,27
2009-10-01,N04000038,13,D/O KAMARAJ DOMESTIC TER-PH-II & EXP. ANNA INT. TE,Civil Aviation,,,2008-08-01,2011-01-01,2011-01-01,1273,1273,205.18,,,,0,0/0,untitled/10col,27
2009-10-01,N04000037,14,C/O INTEGRATED PASSENGER TER. BULD. NSCBI AIRPORT,Civil Aviation,,,2008-08-01,2011-05-01,2011-05-01,1942.51,1942.51,209.8,,,,0,0/0,untitled/10col,27
2009-10-01,060100090,15,BARSINGSAR MINE 2.10 MTPA LIGNITE (NLC),Coal,,,2004-12-01,2009-06-01,2009-12-01,254.07,254.6,205.89,,,,1,11/21,untitled/10col,27
2009-10-01,060100088,16,EXPANSION OF MINE-II (10.5 MTPA TO 15.0 MTPA) (NLC),Coal,,,2004-10-01,2009-06-01,2010-02-01,2161.28,2295.93,1683.47,,,,0,25/23,untitled/10col,27
2009-10-01,060100089,17,BARSINGSAR TPS (2X125MW) (NLC),Coal,,,2004-12-01,2009-06-01,2010-03-01,1114.18,1626.09,1318.57,,,,0,22/26,untitled/10col,28
2009-10-01,060100093,18,GEVRA EXPANSION OCP (SECL) (25 MTY),Coal,,,2005-07-01,2010-03-01,2010-03-01,1667.55,1667.55,855.38,,,,0,3/7,untitled/10col,28
2009-10-01,060100094,19,DIPKA EXPANSION OCP (SECL) (20 MTY),Coal,,,2005-07-01,2010-03-01,2010-03-01,1268.53,1268.53,749.26,,,,0,2/6,untitled/10col,28
2009-10-01,N06000007,20,KRISHNASHILA (NCL) (4MTY),Coal,,,2006-05-01,2010-03-01,2010-03-01,789.88,789.88,134.44,,,,0,0/1,untitled/10col,28
2009-10-01,N06000030,21,BHARATPUR OC EXPANSION PHASE- III PROJECT,Coal,,,2007-02-01,2010-03-01,2010-03-01,131.39,131.39,358.84,,,,0,0/0,untitled/10col,28
2009-10-01,N06000044,22,BALRAM OCP EXTENSION,Coal,,,2007-12-01,2009-03-01,2010-03-01,172.08,172.08,471.91,,,,0,0/0,untitled/10col,28
2009-10-01,N06000077,23,KTK OC Sector-I,Coal,,,2008-01-01,2010-09-01,2010-03-01,91.5,128.16,128.16,,,,0,0/0,untitled/10col,28
2009-10-01,060100087,24,TPS-II EXPANSION (1470MW TO 1970MW) (NLC),Coal,,,2004-10-01,2009-06-01,2011-02-01,2030.78,2453.57,1831.44,,,,3,18/24,untitled/10col,28
2009-10-01,N06000069,25,LAKHANPUR OC EXP. PROJECT PH-II,Coal,,,2004-03-01,2007-03-01,2011-03-01,98.74,116.54,245.7,,,,0,0/0,untitled/10col,28
2009-10-01,060100092,26,KULDA OCP (MAHANADI COALFIELDS LTD.),Coal,,,2005-01-01,2010-03-01,2012-03-01,302.96,302.96,55.66,,,,0,0/4,untitled/10col,28
2009-10-01,060100096,27,ASHOK EXPN.OCP -CCL (5 MTY),Coal,,,2006-04-01,2011-03-01,2012-03-01,471.66,471.66,100.37,,341.63,,0,0/0,untitled/10col,28
2009-10-01,N06000009,28,BLOCK-B OCP NCL (3.5 MTY),Coal,,,2006-06-01,2012-03-01,2012-03-01,746.04,746.04,134.2,,,,0,0/1,untitled/10col,28
