report_month,ocms_code,sl_no,project_name,sector,agency,state_raw,approval_month,original_doc_month,revised_doc_month,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,latest_approved_cost_cr,approved_revised_doc_month,delay_months_reported,milestones,annexure,source_page
2018-10-01,N02000010,1,KAKRAPAR ATOMIC POWER PROJECT - 3 AND 4,ATOMIC ENERGY,NPCIL,GUJARAT,2009-10-01,2015-12-01,2020-06-01,11459,16580,12577,,16580,2016-11-01,54(O),50/70,consolidated,72
2018-10-01,N02000027,2,RAJASTHAN ATOMIC POWER PROJECT -7 AND 8 (2X700 MW),ATOMIC ENERGY,NPCIL,RAJASTHAN,2009-10-01,2016-12-01,2020-12-01,12320,12320,9826,,,2017-03-01,48(O),37/68,consolidated,72
2018-10-01,020100044,3,PROTOTYPE FAST BREEDER REACTOR (BHAVINI 500 MWE),ATOMIC ENERGY,BHAVNI,TAMIL NADU,2003-09-01,2010-09-01,2019-03-01,3492,6100,5687.52,,5677,2016-09-01,102(O),83/87,consolidated,72
2018-10-01,N02000028,4,KUDANKULAM NUCLEAR POWER PROJECT UNIT-3 and 4,ATOMIC ENERGY,NPCIL,TAMIL NADU,2013-03-01,2020-11-01,2023-11-01,39849,39849,9962,,,,36(O),17/76,consolidated,72
2018-10-01,N04000073,5,CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING AT VSI AIRPORT PORTBLAIR,CIVIL AVIATION,AAI,A & N ISLANDS,2013-10-01,2018-09-01,2020-06-01,314.61,441.33,85.79,,,,21(O),0/0,consolidated,72
2018-10-01,N04000050,6,CONSTRUCTION OF NEW AIRPORT AT PAKYONG(SIKKIM) AIRPORT,CIVIL AVIATION,AAI,SIKKIM,2009-01-01,2011-01-01,,309.46,553.53,546.69,,,,,0/0,consolidated,72
2018-10-01,060100093,7,GEVRA EXPANSION OCP (SECL) (35-70) MTY,COAL,SECL,CHHATISGARH,2010-06-01,2023-03-01,2023-03-01,11816.4,11816.4,2842.98,,,,0(O),14/18,consolidated,72
2018-10-01,N06000008,8,KUSMUNDA EXPN.OCP(SECL)(15-50)MTY,COAL,SECL,CHHATISGARH,2013-08-01,2023-03-01,2023-03-01,7612.33,7612.33,1902.85,,,,0(O),6/20,consolidated,72
2018-10-01,N06000045,9,PELMA OCP(15.00MTY),COAL,SECL,CHHATISGARH,2014-11-01,2023-03-01,2023-03-01,1624.59,1624.59,6.13,,,,0(O),1/12,consolidated,72
2018-10-01,N06000075,10,JAGANNATHPOR OCP(3.00MTY),COAL,SECL,CHHATISGARH,2008-09-01,2015-03-01,2020-03-01,152.43,459.49,172.27,,459.49,2020-03-01,60(O),5/9,consolidated,72
2018-10-01,N06000076,11,KARTALI (EAST) OCP (2.50 MTY),COAL,SECL,CHHATISGARH,2008-07-01,2014-03-01,2020-03-01,178.44,178.44,5.16,,,,72(O),1/7,consolidated,72
2018-10-01,N06000081,12,MANIKPUR OC EXPANSION (3.5 MTY),COAL,SECL,CHHATISGARH,2009-12-01,2014-03-01,2020-03-01,321.5,321.5,202.68,,,,72(O),0/4,consolidated,72
2018-10-01,N06000082,13,AMLAI OC EXPANSION SECTOR B (1.50 MTY),COAL,SECL,CHHATISGARH,2009-11-01,2016-03-01,2019-03-01,198.59,198.59,169.5,,,,36(O),7/9,consolidated,72
2018-10-01,N06000099,14,BAROUD OC EXPANSION (RCE)- 3MTY,COAL,SECL,CHHATISGARH,2012-04-01,2016-03-01,2019-03-01,258.56,258.56,163.85,,,,36(O),4/7,consolidated,72
2018-10-01,N06000104,15,CHHAL OC SEAM -III (6.00 MTY),COAL,SECL,CHHATISGARH,2013-12-01,2022-03-01,2022-03-01,610.63,610.63,74.81,,,,0(O),2/9,consolidated,72
2018-10-01,N06000111,16,BIJARI OC RCE (1.50 MTY),COAL,SECL,CHHATISGARH,2014-05-01,2020-03-01,2020-03-01,164.49,164.49,58.15,,1,,0(O),4/8,consolidated,72
2018-10-01,N06000123,17,AMERA OC RCE,COAL,SECL,CHHATISGARH,2015-02-01,2018-03-01,2018-03-01,335.97,335.97,52.39,,,,,1/7,consolidated,73
2018-10-01,N06000135,18,AMGAON OPENCAST PROJECT RCE,COAL,SECL,CHHATISGARH,2015-07-01,2020-03-01,2020-03-01,316.1,316.1,56.54,,,,0(O),0/6,consolidated,73
2018-10-01,N06000136,19,DURGAPUR OPENCAST PROJECT,COAL,SECL,CHHATISGARH,2015-02-01,2023-03-01,2023-03-01,916.24,916.24,3.81,,,,0(O),1/10,consolidated,73
2018-10-01,N06000140,20,MADANNAGAR OPENCAST PROJECT,COAL,SECL,CHHATISGARH,2015-10-01,2024-03-01,2024-03-01,1875.32,1875.32,0,,,,0(O),0/4,consolidated,73
2018-10-01,N06000158,21,VIJAY WEST OPENCAST PROJECT,COAL,SECL,CHHATISGARH,2017-05-01,2026-03-01,2026-03-01,976.95,976.95,75.96,,,,0(O),0/1,consolidated,73
2018-10-01,N06000164,22,MAHAMAYA OPENCAST PROJECT,COAL,SECL,CHHATISGARH,2018-05-01,2026-03-01,2026-03-01,410.26,410.26,9.53,,,,0(O),0/0,consolidated,73
2018-10-01,N06000015,23,MAGADH OC 20 MTY (CCL),COAL,CCL,JHARKHAND,2008-08-01,2012-07-01,2021-03-01,706.4,706.4,184.19,,,,104(O),4/5,consolidated,73
2018-10-01,N06000056,24,RAJMAHAL OC EXP.,COAL,ECL,JHARKHAND,2009-09-01,2014-03-01,,153.82,153.82,131.07,,,,,6/6,consolidated,73
2018-10-01,N06000083,25,CHURI BENTI UG (0.81 MTY),COAL,CCL,JHARKHAND,2007-08-01,2011-03-01,2020-03-01,163.51,163.51,103.27,,,,108(O),3/5,consolidated,73
2018-10-01,N06000084,26,NORTH URIMARI OCP (3.0 MTY),COAL,CCL,JHARKHAND,2007-12-01,2012-03-01,2019-03-01,179.87,179.87,174.65,,,,84(O),3/5,consolidated,73
2018-10-01,N06000086,27,TAPIN OCP (2.5 MTY),COAL,CCL,JHARKHAND,2008-08-01,2012-03-01,2019-03-01,264.68,264.68,175.07,,,,84(O),4/5,consolidated,73
2018-10-01,N06000087,28,RAJRAPPA RCE OCP ( 3.0 MTY),COAL,CCL,JHARKHAND,2009-12-01,2016-03-01,2019-03-01,510.85,510.85,339.64,,,,36(O),4/5,consolidated,73
2018-10-01,N06000088,29,KARMA OCP (1.0MTY),COAL,CCL,JHARKHAND,2009-06-01,2014-03-01,2019-03-01,162.46,162.46,89.1,,,,60(O),5/5,consolidated,73
2018-10-01,N06000096,30,MURAIDIH UG TURN-KEY PROJECT,COAL,BCCL,JHARKHAND,2011-02-01,2014-04-01,2018-10-01,339.88,339.88,12.08,,,,54(O),4/7,consolidated,73
2018-10-01,N06000098,31,MOONIDIH XV SEAM UG,COAL,BCCL,JHARKHAND,2011-08-01,2015-04-01,2019-04-01,1230.27,1230.27,308.75,,,,48(O),2/6,consolidated,73
2018-10-01,N06000103,32,AMRAPALI OC(12MTY),COAL,CCL,JHARKHAND,2012-02-01,2020-03-01,2020-03-01,858.11,858.11,184.43,,,,0(O),5/6,consolidated,73
2018-10-01,N06000106,33,NORTH TISRA AND SOUTH TISRA EXPANSION OCP (6MTY),COAL,BCCL,JHARKHAND,2014-02-01,2021-03-01,2021-03-01,555.52,555.52,4.57,,,,0(O),0/2,consolidated,73
2018-10-01,N06000108,34,KAPURIA UG(PSLW),COAL,BCCL,JHARKHAND,2011-08-01,2017-04-01,,988.35,988.35,45.26,,,,,1/3,consolidated,73
2018-10-01,N06000126,35,MADHUBAND NLW WASHERY,COAL,BCCL,JHARKHAND,2010-08-01,2014-05-01,2018-04-01,289.45,289.45,189.71,,,,,0/8,consolidated,73
2018-10-01,N06000127,36,PATHERDIH NLW WASHERY,COAL,BCCL,JHARKHAND,2012-10-01,2014-04-01,2018-04-01,269.82,269.82,178.53,,,,,0/10,consolidated,73
2018-10-01,N06000143,37,HURA - C OC (3 MTY),COAL,ECL,JHARKHAND,2015-10-01,2022-03-01,2022-03-01,359.69,359.69,42.33,,,,0(O),1/22,consolidated,73
2018-10-01,N06000033,38,NIGAHI OC EXPANSION PROJECT 10 MTY TO 15 MTY SINGRAULI,COAL,NCL,MADHYA PRADESH,2007-10-01,2012-03-01,,259.4,486.57,266.38,,,,,1/3,consolidated,73
2018-10-01,N06000049,39,BATURA OCP (2.0 MTY),COAL,SECL,MADHYA PRADESH,2015-08-01,2023-03-01,2021-03-01,1186.64,203.82,103.85,,203.82,2021-03-01,-24(O),3/10,consolidated,73
2018-10-01,N06000122,40,AMRITDHARA OC PROJECT,COAL,SECL,MADHYA PRADESH,2015-02-01,2023-03-01,2023-03-01,481.6,481.6,0,,,,0(O),2/8,consolidated,73
2018-10-01,N06000124,41,RAJNAGAR OCP RPR (1.70 MTY),COAL,SECL,MADHYA PRADESH,2014-12-01,2021-03-01,2021-03-01,357.8,357.8,113.19,,,,0(O),3/9,consolidated,73
2018-10-01,N06000125,42,KANCHAN OC EXPANSION,COAL,SECL,MADHYA PRADESH,2014-12-01,2021-03-01,2021-03-01,371.04,371.04,41.51,,,,0(O),1/7,consolidated,74
2018-10-01,N06000134,43,BATURA HIGHWALL PROJECT,COAL,SECL,MADHYA PRADESH,2015-07-01,2022-03-01,2022-03-01,231.92,231.92,0,,,,0(O),1/7,consolidated,74
2018-10-01,N06000139,44,MALACHUA OPENCAST PROJECT,COAL,SECL,MADHYA PRADESH,2015-10-01,2023-03-01,2023-03-01,488.33,488.33,4.06,,,,0(O),0/4,consolidated,74
2018-10-01,N06000148,45,AMADAND OPENCAST EXPANSION PROJECT,COAL,SECL,MADHYA PRADESH,2016-03-01,2021-03-01,2021-03-01,869.44,869.44,111.53,,,,0(O),2/4,consolidated,74
2018-10-01,N06000153,46,COAL PROJECT NAME JAMUNIA UG (0.84 MTY),COAL,WCL,MADHYA PRADESH,2016-07-01,2022-03-01,2022-03-01,409.87,409.87,16.21,,,,0(O),0/0,consolidated,74
2018-10-01,N06000159,47,JAYANT EXPANSION OCP 10 TO 20 MTPA,COAL,NCL,MADHYA PRADESH,2017-05-01,2021-03-01,2021-03-01,1783.09,1783.09,207.63,,,,0(O),0/9,consolidated,74
2018-10-01,N06000162,48,DUDHICHUA EXPANSION OCP (10 TO 20 MTPA),COAL,NCL,MADHYA PRADESH,2017-11-01,2022-03-01,2022-03-01,1255.17,1255.17,94.68,,,,0(O),0/9,consolidated,74
2018-10-01,N06000066,49,PENGANGA OCP(REVISED),COAL,WCL,MAHARASHTRA,2014-09-01,2020-03-01,2020-03-01,441.82,441.82,180.5,,,,0(O),7/11,consolidated,74
2018-10-01,N06000118,50,DINESH OCP,COAL,WCL,MAHARASHTRA,2014-11-01,2020-03-01,2020-03-01,611.16,611.16,391.27,,,,0(O),2/8,consolidated,74
2018-10-01,N06000119,51,MAKARDHOKRA I OC,COAL,WCL,MAHARASHTRA,2014-09-01,2021-03-01,2021-03-01,266.23,266.23,143.28,,,,0(O),12/12,consolidated,74
2018-10-01,N06000120,52,GOKUL,COAL,WCL,MAHARASHTRA,2014-11-01,2018-03-01,2018-03-01,267.67,267.67,207.28,,,,,7/7,consolidated,74
2018-10-01,N06000121,53,BHANEGAON OC,COAL,WCL,MAHARASHTRA,2015-02-01,2023-03-01,2023-03-01,187.94,409.68,95.69,,409.68,2017-02-01,0(O),7/11,consolidated,74
2018-10-01,N06000128,54,NEW MAJRI UG TO OC,COAL,WCL,MAHARASHTRA,2015-05-01,2019-03-01,2019-03-01,295.56,295.56,88.13,,,,0(O),10/13,consolidated,74
2018-10-01,N06000130,55,SINGHORI OC MINE,COAL,WCL,MAHARASHTRA,2015-06-01,2020-03-01,2020-03-01,205.49,205.49,102.75,,,,0(O),5/10,consolidated,74
2018-10-01,N06000131,56,AMALGAMATED PAUNI-II III OC MINE,COAL,WCL,MAHARASHTRA,2015-06-01,2021-03-01,2021-03-01,483.69,483.69,83.52,,,,0(O),2/6,consolidated,74
2018-10-01,N06000132,57,AMALGAMATED YEKONA-I YEKONA-II,COAL,WCL,MAHARASHTRA,2015-08-01,2025-03-01,2025-03-01,727.28,727.28,236.39,,,,0(O),5/13,consolidated,74
2018-10-01,N06000133,58,ADASA UG TO OC,COAL,WCL,MAHARASHTRA,2015-08-01,2023-03-01,2023-03-01,288.9,288.9,0,,,,0(O),2/10,consolidated,74
2018-10-01,N06000141,59,KAMPTEE DEEP OC MINE,COAL,WCL,MAHARASHTRA,2015-11-01,2021-03-01,2024-03-01,277.65,313.34,17.11,,313.34,2018-09-01,36(O),3/6,consolidated,74
2018-10-01,N06000142,60,MUNGOLI NIORGUDA EXTENSION (DEEP) OC MINE,COAL,WCL,MAHARASHTRA,2015-11-01,2020-03-01,2020-03-01,498.42,498.42,52.87,,,,0(O),2/6,consolidated,74
2018-10-01,N06000149,61,AMALGAMATED GONDEGAON GHATROHAN OC,COAL,WCL,MAHARASHTRA,2016-02-01,2019-03-01,2019-03-01,198.68,198.68,254.72,,,,0(O),2/9,consolidated,74
2018-10-01,N06000150,62,BHATADI EXPANSION OC MINE,COAL,WCL,MAHARASHTRA,2016-02-01,2019-03-01,2019-03-01,304.52,304.52,129.11,,,,0(O),2/8,consolidated,74
2018-10-01,N06000160,63,KOLAR PIMPRI EXTENSION OC,COAL,WCL,MAHARASHTRA,2017-03-01,2020-03-01,2020-03-01,362.73,362.73,257.35,,,,0(O),0/0,consolidated,74
2018-10-01,N06000154,64,NILJAI EXPANSION (DEEP) OC (3.5 MTY),COAL,WCL,MULTI STATE,2016-08-01,2022-03-01,2022-03-01,319.76,319.76,58.04,,,,0(O),0/3,consolidated,74
2018-10-01,N06000155,65,DHANKASA UG (1.00 MTY),COAL,WCL,MULTI STATE,2016-09-01,2022-03-01,2022-03-01,458.07,458.07,16,,,,0(O),0/12,consolidated,74
2018-10-01,N06000157,66,DURGAPUR EXTENSION (DEEP) OC (3.0 MTY),COAL,WCL,MULTI STATE,2017-02-01,2021-03-01,2021-03-01,328,328,88.28,,,,0(O),1/6,consolidated,74
2018-10-01,060100092,67,KULDA OCP (MAHANADI COALFIELDS LTD),COAL,MCL,ODISHA,2005-01-01,2010-03-01,2018-03-01,302.96,302.96,302.96,,,,,9/10,consolidated,75
2018-10-01,N06000034,68,BHUBANESWARI OCP MCL (20.0 MTY),COAL,MCL,ODISHA,2007-12-01,2017-03-01,2020-03-01,490.1,490.1,377.32,,,,36(O),11/12,consolidated,75
